[18May2025 21:24:46.846] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.neoForgeVersion, 21.1.172, --fml.fmlVersion, 4.0.39, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, nogui]
[18May2025 21:24:46.849] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Ubuntu OpenJDK 64-Bit Server VM 21.0.7+6-Ubuntu-0ubuntu120.04
[18May2025 21:24:46.850] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.4+main.d2e20e43 starting: java version 21.0.7 by Ubuntu; OS Linux arch amd64 version 6.8.0-1027-azure
[18May2025 21:24:47.345] [main/INFO] [net.neoforged.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[18May2025 21:24:47.401] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/workspaces/Nomandus-1.21.1/servidor_minecraft/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%2373!/ Service=ModLauncher Env=SERVER
[18May2025 21:24:47.450] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[18May2025 21:24:47.452] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/Nomandus-1.21.1/servidor_minecraft
[18May2025 21:24:47.452] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/Nomandus-1.21.1/servidor_minecraft/mods
[18May2025 21:24:47.452] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[18May2025 21:24:47.454] [main/INFO] [Mods Optimizer/]: Creating Mods Database Config File under /workspaces/Nomandus-1.21.1/servidor_minecraft/config/mods_optimizer/config.toml
[18May2025 21:24:47.478] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/Nomandus-1.21.1/servidor_minecraft/config/mods_optimizer/config.toml
[18May2025 21:24:47.513] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/Nomandus-1.21.1/servidor_minecraft and mods dir /workspaces/Nomandus-1.21.1/servidor_minecraft/mods for target SERVER in 60 ms.
[18May2025 21:24:47.514] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[18May2025 21:24:47.516] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~315 mods in /workspaces/Nomandus-1.21.1/servidor_minecraft/mods with file extension .jar ...
[18May2025 21:24:47.694] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/Patchouli-1.21-88-NEOFORGE.jar!
[18May2025 21:24:47.721] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/dungeons-and-taverns-v4.4.4 [NeoForge].jar, which is expected in some cases.
[18May2025 21:24:47.866] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for midnightlib from DEFAULT to CLIENT
[18May2025 21:24:47.873] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterfortresses[1] section of the mods.toml file /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/YungsBetterNetherFortresses-1.21.1-NeoForge-3.1.4.jar!
[18May2025 21:24:47.874] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/enchanting-infuser-add-treasure-enchantements-1.jar, which is expected in some cases.
[18May2025 21:24:47.895] [main/ERROR] [Mods Optimizer/]: Error reading TOML file META-INF/neoforge.mods.toml from java.util.jar.JarFile@3b152928: java.lang.IllegalStateException: Invalid key on line 55: block.moving_block_shapes
[18May2025 21:24:47.895] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/neoforge.mods.toml file for /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/supplementaries-1.21-3.1.8-neoforge.jar!
[18May2025 21:24:47.896] [main/ERROR] [Mods Optimizer/]: ⚠ Found no valid modId for /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/supplementaries-1.21-3.1.8-neoforge.jar!
[18May2025 21:24:47.898] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/irons_apothic_invaders_1.0.0.jar, which is expected in some cases.
[18May2025 21:24:47.921] [main/ERROR] [Mods Optimizer/]: TOML file META-INF/mods.toml not found in java.util.jar.JarFile@6d91790b
[18May2025 21:24:47.922] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml file for /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/kotlinforforge-5.8.0-all.jar!
[18May2025 21:24:47.938] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2025-01-05-16:48:21:java.time.format.DateTimeParseException: Text '2025-01-05-16:48:21' could not be parsed at index 10
[18May2025 21:24:47.942] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/lukis-crazy-chambers-1.0.jar, which is expected in some cases.
[18May2025 21:24:47.945] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/lithosphere-1.5.jar, which is expected in some cases.
[18May2025 21:24:47.948] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/Explorify v1.6.2 f10-48.jar, which is expected in some cases.
[18May2025 21:24:47.955] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.yungsapi[1] section of the mods.toml file /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/YungsApi-1.21.1-NeoForge-5.1.4.jar!
[18May2025 21:24:47.966] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.journeymap[0] section of the mods.toml file /workspaces/Nomandus-1.21.1/servidor_minecraft/mods/journeymap-neoforge-1.21.1-6.0.0-beta.44.jar!
[18May2025 21:24:47.967] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2025-04-04-12:50:03:java.time.format.DateTimeParseException: Text '2025-04-04-12:50:03' could not be parsed at index 10
[18May2025 21:24:48.023] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 library mods in 315 mods.
[18May2025 21:24:48.023] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 15 data pack mods in 315 mods.
[18May2025 21:24:48.024] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 3 client mods in 315 mods.
[18May2025 21:24:48.025] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 3 server mods in 315 mods.
[18May2025 21:24:48.025] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 293 default mods in 315 mods.
[18May2025 21:24:48.026] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[18May2025 21:24:48.026] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[18May2025 21:24:48.026] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[18May2025 21:24:48.027] [main/INFO] [Mods Optimizer/]: | easyanvils                         | 21.1.0                 | NEOFORGE | DEFAULT           | 2024-09-18 12:12:16 |
[18May2025 21:24:48.028] [main/INFO] [Mods Optimizer/]: | supermartijn642configlib           | 1.1.8                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:58 |
[18May2025 21:24:48.029] [main/INFO] [Mods Optimizer/]: | horseman                           | 1.3.8                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:31 |
[18May2025 21:24:48.030] [main/INFO] [Mods Optimizer/]: | alshanex_familiars                 | 0.0.0                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:03 |
[18May2025 21:24:48.030] [main/INFO] [Mods Optimizer/]: | ae_universal_press                 | 1.3.0                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:04 |
[18May2025 21:24:48.032] [main/INFO] [Mods Optimizer/]: | playeranimator                     | 2.0.1+1.21.1           | NEOFORGE | UNKNOWN           | 2025-05-18 20:35:50 |
[18May2025 21:24:48.032] [main/INFO] [Mods Optimizer/]: | shineals_prehistoric_expansion     | 1.4.1                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:56 |
[18May2025 21:24:48.033] [main/INFO] [Mods Optimizer/]: | melter                             | 1.8.0                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:44 |
[18May2025 21:24:48.033] [main/INFO] [Mods Optimizer/]: | yammo                              | 1.0.3                  | NEOFORGE | DEFAULT           | 2025-05-18 20:36:02 |
[18May2025 21:24:48.034] [main/INFO] [Mods Optimizer/]: | projecte                           | 1.0.1                  | NEOFORGE | DEFAULT           | 2025-03-19 14:26:51 |
[18May2025 21:24:48.034] [main/INFO] [Mods Optimizer/]: | mining_excavation_dimension        | 3.0.0                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:45 |
[18May2025 21:24:48.035] [main/INFO] [Mods Optimizer/]: | forgeendertech                     | 12.0.1-0               | NEOFORGE | DEFAULT           | 2025-05-18 20:35:29 |
[18May2025 21:24:48.035] [main/INFO] [Mods Optimizer/]: | apothiccombat                      | 1.2.1                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:04 |
[18May2025 21:24:48.036] [main/INFO] [Mods Optimizer/]: | modernfix                          | 5.22.0+mc1.21.1        | NEOFORGE | DEFAULT           | 2025-05-18 20:35:43 |
[18May2025 21:24:48.037] [main/INFO] [Mods Optimizer/]: | autochefsdelight                   | 2.0.2+neoforge         | NEOFORGE | UNKNOWN           | 2025-02-05 05:33:24 |
[18May2025 21:24:48.037] [main/INFO] [Mods Optimizer/]: | is_ironapples                      | 1.0.0                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:35 |
[18May2025 21:24:48.038] [main/INFO] [Mods Optimizer/]: | waves                              | 1.5.1                  | NEOFORGE | DEFAULT           | 2025-05-18 20:36:01 |
[18May2025 21:24:48.039] [main/INFO] [Mods Optimizer/]: | powah                              | 6.2.4                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:52 |
[18May2025 21:24:48.040] [main/INFO] [Mods Optimizer/]: | yungsapi                           | 1.21.1-NeoForge-5.1.4  | NEOFORGE | UNKNOWN           | 2025-05-18 20:36:01 |
[18May2025 21:24:48.041] [main/INFO] [Mods Optimizer/]: | rechiseled_chipped                 | 1.3.0                  | NEOFORGE | UNKNOWN           | 2025-05-18 20:35:54 |
[18May2025 21:24:48.042] [main/INFO] [Mods Optimizer/]: | maxhealthfix                       | 21.1.4                 | NEOFORGE | DEFAULT           | 2025-05-18 20:35:38 |
[18May2025 21:24:48.042] [main/INFO] [Mods Optimizer/]: | shrink                             | 2.0.1-47               | NEOFORGE | DEFAULT           | 2025-05-18 20:35:56 |
[18May2025 21:24:48.043] [main/INFO] [Mods Optimizer/]: | guardvillagers                     | 2.3.2                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:31 |
[18May2025 21:24:48.043] [main/INFO] [Mods Optimizer/]: | ae2importexportcard                | 1.4.0                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:03 |
[18May2025 21:24:48.044] [main/INFO] [Mods Optimizer/]: | apotheosis                         | 8.3.5                  | NEOFORGE | DEFAULT           | 2025-05-09 19:59:06 |
[18May2025 21:24:48.044] [main/INFO] [Mods Optimizer/]: | reliquified_lenders_cataclysm      | 1.0.0                  | NEOFORGE | DEFAULT           | 2025-04-12 19:31:20 |
[18May2025 21:24:48.045] [main/INFO] [Mods Optimizer/]: | balm                               | 21.0.39                | NEOFORGE | DEFAULT           | 2025-05-18 20:35:10 |
[18May2025 21:24:48.045] [main/INFO] [Mods Optimizer/]: | cataclysm_spellbooks               | 1.1.7-1.21             | NEOFORGE | DEFAULT           | 2025-05-18 20:35:10 |
[18May2025 21:24:48.045] [main/INFO] [Mods Optimizer/]: | prickle                            | 21.1.6                 | NEOFORGE | DEFAULT           | 2025-05-18 20:35:52 |
[18May2025 21:24:48.045] [main/INFO] [Mods Optimizer/]: | soulplied_energistics              | 1.0.1                  | NEOFORGE | UNKNOWN           | 2025-05-18 20:35:58 |
[18May2025 21:24:48.046] [main/INFO] [Mods Optimizer/]: | betterfortresses                   | 1.21.1-NeoForge-3.1.4  | NEOFORGE | UNKNOWN           | 2025-05-18 20:36:02 |
[18May2025 21:24:48.046] [main/INFO] [Mods Optimizer/]: | cloth_config                       | 15.0.140               | NEOFORGE | DEFAULT           | 2025-05-18 20:35:17 |
[18May2025 21:24:48.046] [main/INFO] [Mods Optimizer/]: | shetiphiancore                     | 1.21.1-0.3             | NEOFORGE | DEFAULT           | 2025-05-18 20:35:56 |
[18May2025 21:24:48.046] [main/INFO] [Mods Optimizer/]: | sawmill                            | 1.5.18                 | NEOFORGE | DEFAULT           | 2025-05-18 20:35:56 |
[18May2025 21:24:48.047] [main/INFO] [Mods Optimizer/]: | athena                             | 4.0.1                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:07 |
[18May2025 21:24:48.047] [main/INFO] [Mods Optimizer/]: | lmft                               | 1.0.4+1.21             | NEOFORGE | DEFAULT           | 2025-05-18 20:35:38 |
[18May2025 21:24:48.048] [main/INFO] [Mods Optimizer/]: | glodium                            | 0.0.0                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:31 |
[18May2025 21:24:48.049] [main/INFO] [Mods Optimizer/]: | industrialforegoing                | 3.6.33                 | NEOFORGE | UNKNOWN           | 2025-05-18 20:35:34 |
[18May2025 21:24:48.049] [main/INFO] [Mods Optimizer/]: | handcrafted                        | 4.0.3                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:32 |
[18May2025 21:24:48.049] [main/INFO] [Mods Optimizer/]: | morevillagers                      | 5.1.1                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:48 |
[18May2025 21:24:48.050] [main/INFO] [Mods Optimizer/]: | explorify                          | 1.6.2                  | MIXED    | DATA_PACK         | 2025-05-18 20:35:25 |
[18May2025 21:24:48.050] [main/INFO] [Mods Optimizer/]: | extendedae                         | 0.0.0                  | NEOFORGE | DEFAULT           | 2025-05-18 20:35:27 |
